SKU code,Barcode,Product Name,Price,Customer Discounted Price
,,King’s - cooking margarine (250g),1200.0,1080.0
SKU-133994-8F92PHYBVD,,Knorr - Chicken Seasoning Cubes (50x8g) Maggi,3100.0,2790.0
SKU-133994-ZPL68S5Q89,,Knorr - Seasoning Cubes (50x8g) Maggi,2500.0,2250.0
SKU-133994-DDY6UPMRZK,,Kopiko - Coffee Candy Sweet (350g),5500.0,4950.0
,,Ktc - 100% pure coconut oil odourless (250ml),4500.0,4050.0
SKU-133994-MK8WQEYJVJ,,L&Z - Banana Yoghurt (500ml),3000.0,2700.0
SKU-133994-VBFJF97BV4,,L&Z - Fresh Milk Yoghurt (1L),5000.0,4500.0
SKU-133994-M46VLD1XR2,,L&Z - Fresh Milk Yoghurt (500ml),3000.0,2700.0
SKU-133994-5PBXQQ1UNL,,L&Z - Strawberry Yoghurt (1L),5000.0,4500.0
SKU-133994-LN7JCWBNVF,,L&Z - Strawberry Yoghurt (1L),5000.0,4500.0
SKU-133994-8VEUY9RNF1,,L&Z - Strawberry Yoghurt (500ml),3000.0,2700.0
SKU-133994-5E6GU7SUZZ,,L&Z - Vanilla Yoghurt (1L),5000.0,4500.0
SKU-133994-AKCG9FSJ2U,,L&Z - Vanilla Yoghurt (500ml),3000.0,2700.0
SKU-133994-FU46KH3EKK,,Lacasera - Apple Fruit Soda Drink (33cl),400.0,360.0
SKU-133994-4AVUHGCYJL,,Lacasera - Apple Fruit Soda Drink (60cl),700.0,630.0
SKU-133994-GTYMNY7YPR,,Lady Care - Premium Sanitary Pad  (10pcs),1250.0,1125.0
SKU-133994-BT1YTUFXXW,,Lady Care - Sanitary Pad (10pcs),1250.0,1125.0
SKU-133994-2RKKHKKVF7,,Laqua - 12 Pack of Bottled Water (75cl),3000.0,2700.0
SKU-133994-8D1ZB1V7KP,,Laqua Water (75cl),270.0,243.0
SKU-133994-TVYBRP5NN4,,Laser - Pure Blossom Honey (500g),10000.0,9000.0
EX-f0de6ce5,,Lattafa - Hayaati Gold Elixir Unisex Eau De Parfum (100ml) Perfume,10000.0,9000.0
RM-4c10c4aa,,Laziz - Vegetable Oil (3L),16000.0,14400.0
EX-547c7f05,,Laziz - Vegetable Oil (5L),27000.0,24300.0
EX-0c41a185,,Lb - Car Wash Super Concentrate Wash “N” Wax,3500.0,3150.0
SKU-133994-B129HS99P9,,Lemon Fresh - Dish Wash (4l) ,12000.0,10800.0
SKU-133994-VLJ6CPWUHG,,Lipton - Yellow Label Tea (25 Bags),1200.0,1080.0
SKU-133994-SQ8LZNQ8DV,,Love - Panty Liners Everyday Freshness (30pcs),3100.0,2790.0
SKU-133994-T3GL1R1DHD,,Loya - Milk (320g),5600.0,5040.0
SKU-133994-Z5KULGMQ2Z,,Lucozade Boost - Energy Juice Original (380ml) ,1500.0,1350.0
SKU-133994-K4T2ZQX7YU,,Lucozade Boost - Regular Juice Bottle (45cl),1500.0,1350.0
SKU-133994-ZGK6YZ74G7,,Lucozade Boost - Regular Juice Can Drink (330ml) ,1500.0,1350.0
SKU-133994-VDE6861RR9,,Lucozade Boost - Regular Juice Drink (125ml) ,500.0,450.0
SKU-133994-WXXFANWK82,,Lucozade Boost - Regular Juice Drink (250ml) ,900.0,810.0
SKU-133994-EWQJVZ4GDQ,,Ludo & Dice ,4000.0,3600.0
SKU-133994-A9C25Y8ZL7,,Maggi - Chicken Seasoning 100 Cubes (400g),2500.0,2250.0
SKU-133994-CQQFNV2HTS,,Maggi - Star Seasoning 100 Cubes (400g),2500.0,2250.0
SKU-133994-CNEA4BYB7A,,Magic-Wrap - Aluminum Foil (150 pc x 45cm Wide),5000.0,4500.0
EX-778e7ed4,,Malibu Rum - Original 75cL,22000.0,19800.0
CSV-06632d9c,,Malta Guinness - Non Alcoholic Malt Drink (330ml) ,900.0,810.0
CSV-c0486153,,Malta Guinness Can (330ml),900.0,810.0
CSV-7a61aec6,,Maltina - Non Alcoholic Malt Drink (330ml) ,900.0,810.0
EX-c5434b4a,,Mama - Lemon Liquid Wash (1100ml) ,3000.0,2700.0
EX-e6d2004b,,Mama - Lemon Liquid Wash (550ml) ,2000.0,1800.0
RM-8666aa11,,Mamador - Vegetable Oil (900ml),5600.0,5040.0
EX-c0ad032c,,Mapu - Red Wine (75cl),10000.0,9000.0
SKU-133994-83EXK6K1DS,,Marlboro - Gold Cigarettes Tobacco  ,2300.0,2070.0
SKU-133994-GEYLT3ND61,,Mars - Milk Chocolate Cookie Bar (50g) ,2000.0,1800.0
EX-6343be72,,Martell - Blue Swift (75cl),117500.0,105750.0
EX-cbc4e770,,Martell - VSOP (70cl),115000.0,103500.0
EX-3dc1b510,,Martell VS - Cognac (70cl) ,55000.0,49500.0
SKU-133994-6YTE2LKJDR,,Martini - Rosé Demi - Sec ,20000.0,18000.0
RM-0c7ecf8f,,Maryland - Purple Chocolate Biscuit Cookies (136g) Cookie Biscuits,3000.0,2700.0
RM-d9864ff6,,Maryland - Red Chocolate Biscuit Cookies (136g) Cookie Biscuits,3000.0,2700.0
SKU-133994-QZ2V69XC7E,,Master Chef - 3 in 1 Electric Blender,41250.0,37125.0
SKU-133994-14KV6EMPUN,,Maxton - Soft White Bread ,700.0,630.0
SKU-133994-599F86RJ9G,,Maxton - Soft White Sliced Loaf Bread ,1500.0,1350.0
CSV-2969d4a8,,Mcvities - All Butter Shortbread Milk Biscuit Cookies (100g) Milky Cookie Biscuits,2250.0,2025.0
CSV-9f09c212,,Mcvities - All Butter Shortbread Milk Biscuit Cookies (280g) Milky Cookie Biscuits,3500.0,3150.0
RM-0829b05f,,McVities - Digestive Biscuit Cookies Original  (156g) Cookie Biscuits  ,2200.0,1980.0
RM-f53c5c9f,,McVities - Digestives Milk Chocolate Biscuit Cookies (200g) Milky Cookie Biscuits ,4500.0,4050.0
RM-748e9272,,McVities - Rich Tea Biscuit Cookies (300g) Cookie Biscuits,3000.0,2700.0
SKU-133994-1VKDM5KZUP,,Mczen - Size AA Battery ,1600.0,1440.0
RM-2feed3bc,,Merba - Chocolate Chip Biscuit Cookies (150g) Cookie Biscuits,5000.0,4500.0
EX-e11b0158,,Meukow - VS (75cl) ,45000.0,40500.0
RM-a1098bf1,,Millville - Original Syrup (710ml) ,10000.0,9000.0
RM-58011b63,,Milo - Chocolate Powder Tin (1.5kg) ,26250.0,23625.0
RM-b75b7273,,Milo - Chocolate Powder Tin (400g) ,8500.0,7650.0
CSV-359f910e,,Miranda - Orange Soft Drink (600ml) ,650.0,585.0
CSV-d8ab06a4,,Miranda 600ml,650.0,585.0
SKU-133994-3PDYGGBVCM,,Mirin Cool - Kitchen Sponge Scouring Pad,500.0,450.0
SKU-133994-HYVM35GVE3,,Mj’s - Honey (500g) ,6000.0,5400.0
EX-2427f710,,Moet & Chandon - Brut (75cl),135000.0,121500.0
EX-e91550fa,,Moet & Chandon - Rose (70cl) ,140000.0,126000.0
SKU-133994-PF7VY7M2AC,,Molped - Sanitary Pad Maxi Thick Absorbs 3x Weight (32pcs),6000.0,5400.0
SKU-133994-HLNYH9HHAM,,Monster - Energy Drink (440ml) ,1500.0,1350.0
SKU-133994-AS1X1CACVF,,Mr Sheen - Multi Surface Polish (300ml) ,3000.0,2700.0
SKU-133994-TG7TCWR5U6,,Nabisco - Oreos Biscuit (Oreo Cookies) Original (154g) Cookie Biscuits,2500.0,2250.0
CSV-57ddf949,,Nabisco - Oreos Biscuit (Oreo Cookies) Original (68g) Cookie Biscuits,1700.0,1530.0
SKU-133994-F5ER5BYBEM,,Napa Valley - Baking Powder (113g) ,3000.0,2700.0
RM-6b1e8c92,,Nasco - Cornflakes (350g),4200.0,3780.0
RM-c7c914e6,,Nature Valley - Crunchy Granola Bars Oats n Honey (42g) Oat Bar Granolas,1250.0,1125.0
SKU-133994-YQDX6CX97F,,Nescafé - Original 3in1 x 10 (250g),3000.0,2700.0
SKU-133994-MDHZAP8PHZ,,Nestle - 20 Pack of Pure Life Bottled Water (33cl),4000.0,3600.0
SKU-133994-2GQVRBRUGE,,Nestle - 20 Pack of Pure Life Bottled Water (60cl),4400.0,3960.0
SKU-133994-JSXEPH3QAV,,Nestle - Pure Life Bottled Water (33cl),300.0,270.0
SKU-133994-1T32BDZ5HU,,Nestle - Pure Life Bottled Water (60cl),350.0,315.0
CSV-a07226df,,Newbisco Coaster  - Biscuit Cookies (36g) Cookie Biscuits,400.0,360.0
SKU-133994-LZ2UZPEXTS,,Niagara - Spray Starch Plus  Heavy (450g),4400.0,3960.0
EX-257304c4,,Nivea - Black & White Invisible Clear Antiperspirant Spray (150ml),6000.0,5400.0
EX-a4cf97c4,,Nivea - Men Body Lotion Revitalising (400ml) ,6250.0,5625.0
EX-756067c9,,Nivea - Men Cool Kick Deodorant Spray (200ml) ,6000.0,5400.0
EX-d56ed92c,,Nivea - Men Deep Dry & Clean Effect Antiperspirant Spray (200ml),6000.0,5400.0
EX-0ef5748a,,Nivea - Men Dry Impact Aerosol Antiperspirant Protection Spray (150ml) ,6000.0,5400.0
EX-83acf35a,,Nivea - Perfect & Radiant (400ml),7500.0,6750.0
EX-0ce999b6,,Nivea - Radiant & Beauty (400ml),7500.0,6750.0
EX-e39332a4,,Nivea - Rich Nourishing (400ml),7500.0,6750.0
EX-d74088ab,,Nivea Men - Black & White Antiperspirant Roll-On (50ml),2500.0,2250.0
EX-c74ee44b,,Nivea Men - Black & White Invisible Original Antiperspirant Spray (200ml),6000.0,5400.0
SKU-133994-R177Z52TWK,,Nivea Men - Deep Black Carbon 48h Antiperspirant Roll-On (50ml),2500.0,2250.0
ADD-103,,Nivea Men - Dry Impact 72h Antiperspirant Roll-On (50ml),2500.0,2250.0
EX-9336eda7,,Nivea Men - Fresh Active 48h Antiperspirant Roll-On (50ml),2500.0,2250.0
,,Novita - natural brown sugar (450g),3000.0,2700.0
SKU-133994-5TDEC6MLXC,,Nutri-Milk - Apple (500ml) ,900.0,810.0
RM-028033e0,,Nutribom - Maize Infant Cream (350g),3000.0,2700.0
SKU-133994-SXDEJSAGYU,,Nutzy - Chocolate Peanut Spread (510g) ,1900.0,1710.0
SKU-133994-3BK3CTULW8,,Nutzy - Peanut Butter (510g)  ,1900.0,1710.0
,,Oatala oats meal - 1.5kg,3100.0,2790.0
SKU-133994-FA4U3LGTGU,,Ocean Plus - Dried Mixed Fruit ,1900.0,1710.0
,,Ola-ola - instant pounded yam (2.267kg),2500.0,2250.0
EX-7552c6ed,,Old Jamaican - Ginger Beer (33cl),2200.0,1980.0
SKU-133994-X1L64WNFA9,,Olmeca - Tequila Silver  ,35000.0,31500.0
RM-52b11773,,Oral-B - Family Size (175g) ,2500.0,2250.0
ADD-102,,Oral-B - Pro Health (93g) ,3750.0,3375.0
EX-9fcf1e30,,Orijin - Beer Can (330ml),1100.0,990.0
SKU-133994-EHVDE56CNC,,Orijin - Spirit Beer Drink (440ml),1330.0,1197.0
EX-fae4be22,,Orijin Bitters - Original (20cl) ,1500.0,1350.0
SKU-133994-VPDSKMYYAC,,Oris - Chocolate Cigarette,1800.0,1620.0
SKU-133994-7AJDDST58U,,Oris - Strawberry Cigarette Tobacco,1800.0,1620.0
RM-ff1f47a9,,Ovaltine - Malted Drink (350g),4750.0,4275.0
CSV-64f6c6f0,,Ovaltine - Malted Drink Tin (1.2kg),15000.0,13500.0
ON_DEMAND_ZERO_MENU,,Package,0.0,0.0
SKU-133994-5HRT1EUCKH,,Palc - Cream Shoe Shiner Polish,1600.0,1440.0
CSV-3d5b9807,,Parle - Milk Powder Biscuit Cookies (56g) Cookie Biscuits ,400.0,360.0
CSV-1b597a9e,,Parle Top Buttery Crackers,800.0,720.0
CSV-47cad85d,,Parle-G Gold (125g),800.0,720.0
CSV-25b7f9fd,,Parle-G Gold (63g),400.0,360.0
EX-6b9c6473,,Passport For Love - Eau De Parfum (100ml),10000.0,9000.0
SKU-133994-BK262EK8S1,,Peak - Filled Cream Evaporated Milk (50g),1000.0,900.0
RM-e1a64998,,Peak - Filled Evaporated Milk (190g),1100.0,990.0
RM-bd7ed188,,Peak - Full Cream Evaporated Milk (150g),1500.0,1350.0
SKU-133994-S7UEUKLR4A,,Peak - Full Cream Milk Powder Sachet (350g),5600.0,5040.0
RM-12c54589,,Peak - Full Cream Milk Powder Sachet (800g),12250.0,11025.0
EX-8271934a,,Peak - Full Cream Milk Powder Tin (400g),7500.0,6750.0
CSV-439cfc94,,Peak - Full Cream Milk Powder Tin (900g),14000.0,12600.0
SKU-133994-LLT7RTS31N,,Peak - Full Cream Milk Tin (2500g) ,40000.0,36000.0
SKU-133994-EW7Y1YKX16,,Peak Milk - Sachet (30g),400.0,360.0
SKU-133994-HRQHLUXHNG,,Pears - baby lotion (200ml) ,2000.0,1800.0
CSV-837affa9,,Pepsi 600ml,650.0,585.0
SKU-133994-1DP6YPHV4K,,Plantain Chips - Overripe & Juicy,1500.0,1350.0
SKU-133994-KPVXFVD5ZK,,Plantain Chips - Ripe & Sweet,1250.0,1125.0
SKU-133994-PKNR947G11,,Plastic Grinder/Crusher,2000.0,1800.0
RM-ec6629c7,,Pocco - Bunnies Oats & Choco Meal (350g) ,3500.0,3150.0
SKU-133994-9NTPFRVEZ7,,Potato Chips ,300.0,270.0
RM-dfa6b48d,,Power - Vegetable Oil (2.6L),14000.0,12600.0
EX-71bc42a2,,Power - Vegetable Oil (4.5L),25000.0,22500.0
EX-ca2de73c,,Power - Vegetable Oil (75cl),5250.0,4725.0
CSV-8da67e11,,Predator (400ml),800.0,720.0
SKU-133994-6XDUXM4RHK,,Premier Cool - Ultimate Bar Soap (110g),1200.0,1080.0
SKU-133994-KPL7QREUST,,Pringles - Hot & Spicy (165g),4400.0,3960.0
SKU-133994-6EQ8A72XCC,,Pringles - Hot & Spicy Potato Chips (167g) ,4400.0,3960.0
SKU-133994-PUF1G55HJJ,,Pringles - Original Red (37g) ,2000.0,1800.0
CSV-21be3431,,Pringles - original red Potato Chips (165g),4500.0,4050.0
SKU-133994-AGUPRRDNQ8,,Pringles - Sour Cream & Onion (37g),2000.0,1800.0
CSV-38b4c745,,Pringles - Sour Cream & Onion Potato Chips (165g),4500.0,4050.0
CSV-36981988,,Pure Bliss - Milk Cream Biscuit Cookies (85g) Cookie Biscuits,500.0,450.0
CSV-5a412dfe,,Pure Bliss - Milk Cream Wafer Biscuit Cookies (21g) Cookie Biscuits,350.0,315.0
CSV-8bc654db,,Pure Bliss Gold Choco Chip Cookies,550.0,495.0
CSV-c556c0d9,,Pure heaven - red grape Juice (330ml),1500.0,1350.0
SKU-133994-EM7YTGGYHE,,Pure Water Sachet - Pack of 20 (50cl),900.0,810.0
SKU-133994-61FBYQP1VN,,Pyramid - Blender & Grinder,35000.0,31500.0
SKU-133994-LJ9GB65Y5Y,,Qaed Al Fursan - Eau De Parfum (100ml) Perfume Spray,8000.0,7200.0
SKU-133994-8N6CYYV5PQ,,Raid - Multi-Purpose Insect Killer,3500.0,3150.0
SKU-133994-VRV6L1VQF9,,Rambo - Insecticide (300ml),3500.0,3150.0
SKU-133994-MTXNZLUEUX,,RayMax - D2 Alkaline Extra Long Life ,7000.0,6300.0
SKU-133994-W75Z237L2V,,Red Bull - Original (355ml) ,2000.0,1800.0
SKU-133994-1Q12JH277G,,Red Oil - Palm Oil Action 5 (100ml),500.0,450.0
SKU-133994-PDS88PQVYL,,Red Oil - Palm Oil Action 6 (200ml),1000.0,900.0
SKU-133994-V14E4QDK6Q,,Red Oil - Palm Oil Aquafina Bottle (75cl),3500.0,3150.0
SKU-133994-EE4M36Z8SG,,Red Oil - Palm Oil Half Bottle (37.5cl),1750.0,1575.0
SKU-133994-TWE5CQA32F,,Rejoice - Peel & Seal Envelopes (1 pc),300.0,270.0
EX-186df722,,Remy Martin - VSOP (70cl),110000.0,99000.0
EX-7aab1358,,Remy Martin - XO (70cl),470000.0,423000.0
EX-2967a0fe,,Rexona - Anti Perspirant Body Spray Pink Blush (200 ml),6000.0,5400.0
SKU-133994-UFF7WKETRL,,Rexona - Men Invisible 48h Antiperspirant Roll On (50ml) ,3750.0,3375.0
EX-8b49f48e,,Rexona - Men Xtra Cool (200ml) ,6200.0,5580.0
CSV-81ad5dc8,,Ribena - Blackcurrant & Strawberry (45 cl),1250.0,1125.0
SKU-133994-AVKM16D6CP,,Ribena - Blackcurrant (125ml) ,500.0,450.0
SKU-133994-BXTR2EPP2E,,Ribena - Blackcurrant (250ml) ,500.0,450.0
CSV-9a07e8c8,,Ribena - Blackcurrant Can Juice (330ml),1600.0,1440.0
CSV-7bdc934d,,Ribena - Ready To Drink Blackcurrant (45 cl),1250.0,1125.0
EX-c1c6e8b3,,Riggs - Rider Long Lasting Designer Perfume (100ml) ,10000.0,9000.0
EX-6b29a624,,Right Guard - Sport 48h Antiperspirant Spray (250ml),5800.0,5220.0
EX-d2d02d05,,Right Guard - Total Defence 5 48h Antiperspirant Spray 0ml),5800.0,5220.0
SKU-133994-57CSZ89UC6,,Rose - Plus Toilet Tissue 2 Ply,500.0,450.0
SKU-133994-1BBLYK31FG,,Rothmans Of London - Cigarettes Tobacco King Size,2500.0,2250.0
SKU-133994-DUW55P5A6H,,Roven - Alpines Milk Chocolate Sweets (50pcs) ,6650.0,5985.0
,,Samvita - garri flour (1kg),3500.0,3150.0
SKU-133994-HNUDZ31JDS,,Schweppes - Bitter Lemon (330ml),800.0,720.0
CSV-052261b2,,Schweppes - Chapman 33cl,800.0,720.0
SKU-133994-4GPP6U6HQX,,Schweppes - Tonic Water Can (330ml),800.0,720.0
CSV-d0836580,,Schweppes Chapman 40cl,650.0,585.0
RM-10ad4ca2,,Sensodyne - Rapid Relief (80g),4000.0,3600.0
RM-4672b58f,,Sensodyne - True White (80g),4400.0,3960.0
EX-274689dc,,Sierra Tequila - Reposado (70cl),30000.0,27000.0
EX-fb3b8e18,,Sierra tequila - silver (70cl),25000.0,22500.0
SKU-133994-4RMLJA3LQH,,Silver Crest - Dry Iron,15000.0,13500.0
,,Simas - cooking margarine (250g),1200.0,1080.0
EX-b531c8a0,,Skyy Vodka - Original (1L) ,25000.0,22500.0
EX-4e7123f1,,Smirnoff - Ice Can (33cl),1200.0,1080.0
SKU-133994-LS186NT5NM,,Smirnoff - Ice can (440ml),1500.0,1350.0
EX-e30658ce,,Smirnoff - Red 1L,37000.0,33300.0
EX-2a336600,,Smirnoff 75cl,8500.0,7650.0
SKU-133994-Z75M55QNW5,,Smoking Gas Lighter ,1000.0,900.0
SKU-133994-KGBNDD6WUH,,Snickers - Milk Chocolate Caramel Peanut Cookie Bar (50g),2000.0,1800.0
SKU-133994-R399T13RCW,,Sniper - Crawling Insect Killer Insecticide(300ml),3300.0,2970.0
SKU-133994-A1HGU8F8MD,,So Klin - Concentrated Detergent Blue (800g),3200.0,2880.0
SKU-133994-FCPMBTNFJY,,So Klin - Concentrated Detergent Pink (800g),3200.0,2880.0
SKU-133994-M5ZD1MSST4,,Softcare - A+ Sanitary Pad & Panty Liner  (30pcs),2500.0,2250.0
SKU-133994-D1LQHW3BHK,,Softcare - A+ Sanitary Pad Herbal Series Extra Long Heavy Flow 320MM (8 pcs),1000.0,900.0
SKU-133994-L52F8YHHLS,,Softcare - Sanitary Pad Heavy Flow Cotton Feel  (10pcs),1000.0,900.0
SKU-133994-GY9YTGDBC8,,Softcare - Sanitary Pad Heavy Flow Cotton Feel  (10pcs),1000.0,900.0
SKU-133994-CP1DZBU5FP,,Sosa - orange (1l),2000.0,1800.0
CSV-c32e9c08,,Sprite - Lemon Soda Drink (50cl),600.0,540.0
CSV-49fa7002,,Sprite Can 33cl,800.0,720.0
,,St. louis - cube sugar (500g),2000.0,1800.0
SKU-133994-UC5HZCKZLZ,,Stainless Steel Grater ,1500.0,1350.0
SKU-133994-VTP9TBKVNW,,Stainless Steel Skimmer,2500.0,2250.0
EX-bc747b06,,Star Lager - Beer Can (33cl),800.0,720.0
SKU-133994-MUA93F2BMS,,Starkist Tuna - Flakes Tuna Fish (170g) ,3500.0,3150.0
SKU-133994-PKFHX2NMUJ,,Stella -Air Freshener Lemon (400ml) ,3750.0,3375.0
SKU-133994-KM8BYQYBDP,,STK Royal - Instant Dry Yeast (500g) ,5000.0,4500.0
CSV-bda71c2a,,Supa komando (500ml),650.0,585.0
SKU-133994-AQKFSWYYYV,,Super 2 - Lemon Cookies (25g),400.0,360.0
CSV-6e656d58,,Super 2 - Strawberry Biscuit Cookies (25g) Cookie Biscuits,400.0,360.0
SKU-133994-ABLRQYQ8M9,,Super 2 - Vanilla Cookies (25g),400.0,360.0
SKU-133994-FUETW233BS,,Superbite - Beef Meat & Bread (85g),300.0,270.0
EX-3a64a636,,Sure - Men Motionsense Quantum Dry 48hr Antiperspirant Spray (200ml),5600.0,5040.0
EX-537ac2e0,,Sure - Women Motionsense Cotton Dry 48hr Antiperspirant Spray (250ml),5600.0,5040.0
SKU-133994-WCDSQGQ7YK,,Susan - Corn Flour (250g) ,1600.0,1440.0
SKU-133994-RM3VRA1KG8,,Swiss - Tangerine Air Freshener (250ml),1250.0,1125.0
SKU-133994-Y9WVZ74ZZL,,Swiss - Tangerine Air Freshener (500ml),2500.0,2250.0
CSV-54fb6bfc,,Take Nice Biscuits,550.0,495.0
SKU-133994-ZWFV8G442E,,Tasty Cubes - Chicken Flavor Seasoning Maggi Cubes (108g),800.0,720.0
SKU-133994-MHPG5X8AQC,,Tasty Cubes - Chicken Flavor Seasoning Maggi Cubes (320g),3000.0,2700.0
EX-9fed2ab4,,Terre D’Hermés - Eau De Parfum (100ml) Perfume ,10000.0,9000.0
CSV-ccf0fb75,,Tesco - Exotic Cream Banana Cookie Biscuits (76g) Biscuit Cookies,550.0,495.0
RM-49773703,,Three Crowns - Filled Evaporated Milk (150g),1000.0,900.0
SKU-133994-TYHWSCCGM9,,Three Crowns - Milk (320g),4300.0,3870.0
SKU-133994-1PSE48Q7YV,,Three Crowns - Milk (750g),10000.0,9000.0
SKU-133994-766BL6YWZW,,Tiger - Lager Beer Can (44cl),900.0,810.0
SKU-133994-8V5YPGEYGK,,Tiger Head - AA Battery (4pcs),1600.0,1440.0
SKU-133994-CE8HGR8DK8,,Titus - Sardines (125g) ,2500.0,2250.0
EX-1ffb697c,,Toke - Carrot Shea Butter (175g) ,4300.0,3870.0
EX-f97a736c,,Tom Ford - Black Orchid Eau De Parfum (100ml) Perfume,15000.0,13500.0
SKU-133994-2BXMBFLZQY,,Top Choice - Sardine (125g) ,1750.0,1575.0
EX-87bdc342,,Trophy - Original (33cl) ,1350.0,1215.0
RM-a43805e7,,Tuc - Salty Cracker Biscuits (100g) Biscuit Crackers Salty,3000.0,2700.0
CSV-da8d3681,,Twix - Milk Chocolate Cookie Bar (50g) ,2000.0,1800.0
EX-36ba1ce8,,Vaseline - Aloe Soothe (400ml),4300.0,3870.0
EX-a51b9f66,,Vaseline - Blueseal Pure Petroleum Jelly Original (100ml),1500.0,1350.0
EX-d08cfdf0,,Vaseline - Blueseal Pure Petroleum Jelly Original (225ml),3750.0,3375.0
EX-f5c85673,,Vaseline - Blueseal Pure Petroleum Jelly Original (400ml),5600.0,5040.0
EX-44c1afa7,,Vaseline - Daily Brightening Lotion (400ml),4300.0,3870.0
EX-addb9772,,Vaseline - Extra Strength (725ml),6000.0,5400.0
EX-8961f7bf,,Vaseline - Fast Absorbing (400ml) ,7000.0,6300.0
EX-cb979b4d,,Vaseline - Total Moisture (400ml),4300.0,3870.0
EX-07acc2d1,,Veuve Clicquot - Brut (75cl) ,130000.0,117000.0
EX-e16ed7ba,,Veuve Clicquot - Rich (75cl),150000.0,135000.0
SKU-133994-XXFWCCEDC9,,Viju Milk - Apple Fruit Milk Drink (500ml),800.0,720.0
SKU-133994-1UHHYZNZRU,,Viju Milk - Chocolate Milk Drink (50cl),1500.0,1350.0
SKU-133994-X2ENDP46NS,,Viju Milk - Wheat Flavoured Milk Drink (50cl),1500.0,1350.0
SKU-133994-8N88NM3TUE,,Virony - Smart Lady Sanitary Pad 60% Absorbs (30pcs),3500.0,3150.0
SKU-133994-VWNQBPM5QF,,Vitamilk - Banana Milk Bottle 300ml ,2200.0,1980.0
SKU-133994-HCXAYZNNTX,,Vitamilk - Chocolate Milk Bottle 300ml ,2200.0,1980.0
SKU-133994-4WLTE6S5SG,,Vitamilk - Soy Milk Bottle 300ml ,2200.0,1980.0
SKU-133994-5BVLTDMMQQ,,Viva Plus - Gold Eau De Parfum Detergent Powder (1kg),5500.0,4950.0
SKU-133994-CQMRFPFA24,,Viva Plus - Laundry Sanitizer Detergent Power (800g),3200.0,2880.0
EX-52f9a28d,,Wesson - Canola Oil (4.73L),42500.0,38250.0
SKU-133994-KXDWAT7SAJ,,WeTop - Rolling Papers ,2000.0,1800.0
SKU-133994-P3D9RJBVB1,,White Face & Hand Towels,1000.0,900.0
,,White rice - derica (600g),1700.0,1530.0
,,White rice - half derica (300g),900.0,810.0
,,White rice - half painter size (1.2kg),3500.0,3150.0
,,White rice - painter size (2.4kg),7000.0,6300.0
SKU-133994-FLZFB9UWZH,,Williams - Adult Bath Towel (100% Cotton),5500.0,4950.0
RM-b4ef1617,,Xtreme - Activated Charcoal (130g),1700.0,1530.0
CSV-9646ea65,,Yale - Bees Crunchy Milk & Honey Biscuit Cookies (70g) Cookie Biscuits,600.0,540.0
SKU-133994-XKAPTUTY9H,,Yale - Extra Large Bread,700.0,630.0
SKU-133994-Q17E81PX24,,Yale - Munchkins Choco Chip (120g) ,650.0,585.0
CSV-5ef716fb,,Yale Digestive Choco Chip,550.0,495.0
CSV-e1b087d5,,Yale Expresso Crunchy,550.0,495.0
